,surf,class,id,label
225,archives/102816_tracts/T_TO_right.vtp,T_TO_right,102816,55
226,archives/102816_tracts/T_TP_left.vtp,T_TP_left,102816,56
227,archives/102816_tracts/T_TP_right.vtp,T_TP_right,102816,57
228,archives/103515_tracts/T_CC1.vtp,T_CC1,103515,1
229,archives/103515_tracts/T_CC2.vtp,T_CC2,103515,2
230,archives/103515_tracts/T_CC3.vtp,T_CC3,103515,3
231,archives/103515_tracts/T_CC4.vtp,T_CC4,103515,4
232,archives/103515_tracts/T_CC5.vtp,T_CC5,103515,5
233,archives/103515_tracts/T_CC6.vtp,T_CC6,103515,6
234,archives/103515_tracts/T_CC7.vtp,T_CC7,103515,7
235,archives/103515_tracts/T_MCP.vtp,T_MCP,103515,8
236,archives/103515_tracts/T_CPC.vtp,T_CPC,103515,9
237,archives/103515_tracts/T_AF_left.vtp,T_AF_left,103515,10
238,archives/103515_tracts/T_AF_right.vtp,T_AF_right,103515,11
239,archives/103515_tracts/T_CB_left.vtp,T_CB_left,103515,12
240,archives/103515_tracts/T_CB_right.vtp,T_CB_right,103515,13
241,archives/103515_tracts/T_CR-F_left.vtp,T_CR-F_left,103515,14
242,archives/103515_tracts/T_CR-F_right.vtp,T_CR-F_right,103515,15
243,archives/103515_tracts/T_CR-P_left.vtp,T_CR-P_left,103515,16
244,archives/103515_tracts/T_CR-P_right.vtp,T_CR-P_right,103515,17
245,archives/103515_tracts/T_CST_left.vtp,T_CST_left,103515,18
246,archives/103515_tracts/T_CST_right.vtp,T_CST_right,103515,19
247,archives/103515_tracts/T_EC_left.vtp,T_EC_left,103515,20
248,archives/103515_tracts/T_EC_right.vtp,T_EC_right,103515,21
249,archives/103515_tracts/T_EmC_left.vtp,T_EmC_left,103515,22
250,archives/103515_tracts/T_EmC_right.vtp,T_EmC_right,103515,23
251,archives/103515_tracts/T_ICP_left.vtp,T_ICP_left,103515,24
252,archives/103515_tracts/T_ICP_right.vtp,T_ICP_right,103515,25
253,archives/103515_tracts/T_ILF_left.vtp,T_ILF_left,103515,26
254,archives/103515_tracts/T_ILF_right.vtp,T_ILF_right,103515,27
255,archives/103515_tracts/T_Intra-CBLM-I&P_left.vtp,T_Intra-CBLM-I&P_left,103515,28
256,archives/103515_tracts/T_Intra-CBLM-I&P_right.vtp,T_Intra-CBLM-I&P_right,103515,29
257,archives/103515_tracts/T_Intra-CBLM-PaT_left.vtp,T_Intra-CBLM-PaT_left,103515,30
258,archives/103515_tracts/T_Intra-CBLM-PaT_right.vtp,T_Intra-CBLM-PaT_right,103515,31
259,archives/103515_tracts/T_IOFF_left.vtp,T_IOFF_left,103515,32
260,archives/103515_tracts/T_IOFF_right.vtp,T_IOFF_right,103515,33
261,archives/103515_tracts/T_MdLF_left.vtp,T_MdLF_left,103515,34
262,archives/103515_tracts/T_MdLF_right.vtp,T_MdLF_right,103515,35
263,archives/103515_tracts/T_PLIC_left.vtp,T_PLIC_left,103515,36
264,archives/103515_tracts/T_PLIC_right.vtp,T_PLIC_right,103515,37
265,archives/103515_tracts/T_SLF-I_left.vtp,T_SLF-I_left,103515,38
266,archives/103515_tracts/T_SLF-I_right.vtp,T_SLF-I_right,103515,39
267,archives/103515_tracts/T_SLF-II_left.vtp,T_SLF-II_left,103515,40
268,archives/103515_tracts/T_SLF-II_right.vtp,T_SLF-II_right,103515,41
269,archives/103515_tracts/T_SLF-III_left.vtp,T_SLF-III_left,103515,42
270,archives/103515_tracts/T_SLF-III_right.vtp,T_SLF-III_right,103515,43
271,archives/103515_tracts/T_UF_left.vtp,T_UF_left,103515,44
272,archives/103515_tracts/T_UF_right.vtp,T_UF_right,103515,45
273,archives/103515_tracts/T_SF_left.vtp,T_SF_left,103515,46
274,archives/103515_tracts/T_SF_right.vtp,T_SF_right,103515,47
275,archives/103515_tracts/T_SO_left.vtp,T_SO_left,103515,48
276,archives/103515_tracts/T_SO_right.vtp,T_SO_right,103515,49
277,archives/103515_tracts/T_SP_left.vtp,T_SP_left,103515,50
278,archives/103515_tracts/T_SP_right.vtp,T_SP_right,103515,51
279,archives/103515_tracts/T_TF_left.vtp,T_TF_left,103515,52
280,archives/103515_tracts/T_TF_right.vtp,T_TF_right,103515,53
281,archives/103515_tracts/T_TO_left.vtp,T_TO_left,103515,54
282,archives/103515_tracts/T_TO_right.vtp,T_TO_right,103515,55
283,archives/103515_tracts/T_TP_left.vtp,T_TP_left,103515,56
284,archives/103515_tracts/T_TP_right.vtp,T_TP_right,103515,57
285,archives/105216_tracts/T_CC1.vtp,T_CC1,105216,1
286,archives/105216_tracts/T_CC2.vtp,T_CC2,105216,2
287,archives/105216_tracts/T_CC3.vtp,T_CC3,105216,3
288,archives/105216_tracts/T_CC4.vtp,T_CC4,105216,4
289,archives/105216_tracts/T_CC5.vtp,T_CC5,105216,5
290,archives/105216_tracts/T_CC6.vtp,T_CC6,105216,6
291,archives/105216_tracts/T_CC7.vtp,T_CC7,105216,7
292,archives/105216_tracts/T_MCP.vtp,T_MCP,105216,8
293,archives/105216_tracts/T_CPC.vtp,T_CPC,105216,9
294,archives/105216_tracts/T_AF_left.vtp,T_AF_left,105216,10
295,archives/105216_tracts/T_AF_right.vtp,T_AF_right,105216,11
296,archives/105216_tracts/T_CB_left.vtp,T_CB_left,105216,12
297,archives/105216_tracts/T_CB_right.vtp,T_CB_right,105216,13
298,archives/105216_tracts/T_CR-F_left.vtp,T_CR-F_left,105216,14
299,archives/105216_tracts/T_CR-F_right.vtp,T_CR-F_right,105216,15
300,archives/105216_tracts/T_CR-P_left.vtp,T_CR-P_left,105216,16
301,archives/105216_tracts/T_CR-P_right.vtp,T_CR-P_right,105216,17
302,archives/105216_tracts/T_CST_left.vtp,T_CST_left,105216,18
303,archives/105216_tracts/T_CST_right.vtp,T_CST_right,105216,19
304,archives/105216_tracts/T_EC_left.vtp,T_EC_left,105216,20
305,archives/105216_tracts/T_EC_right.vtp,T_EC_right,105216,21
306,archives/105216_tracts/T_EmC_left.vtp,T_EmC_left,105216,22
307,archives/105216_tracts/T_EmC_right.vtp,T_EmC_right,105216,23
308,archives/105216_tracts/T_ICP_left.vtp,T_ICP_left,105216,24
309,archives/105216_tracts/T_ICP_right.vtp,T_ICP_right,105216,25
310,archives/105216_tracts/T_ILF_left.vtp,T_ILF_left,105216,26
311,archives/105216_tracts/T_ILF_right.vtp,T_ILF_right,105216,27
312,archives/105216_tracts/T_Intra-CBLM-I&P_left.vtp,T_Intra-CBLM-I&P_left,105216,28
313,archives/105216_tracts/T_Intra-CBLM-I&P_right.vtp,T_Intra-CBLM-I&P_right,105216,29
314,archives/105216_tracts/T_Intra-CBLM-PaT_left.vtp,T_Intra-CBLM-PaT_left,105216,30
315,archives/105216_tracts/T_Intra-CBLM-PaT_right.vtp,T_Intra-CBLM-PaT_right,105216,31
316,archives/105216_tracts/T_IOFF_left.vtp,T_IOFF_left,105216,32
317,archives/105216_tracts/T_IOFF_right.vtp,T_IOFF_right,105216,33
318,archives/105216_tracts/T_MdLF_left.vtp,T_MdLF_left,105216,34
319,archives/105216_tracts/T_MdLF_right.vtp,T_MdLF_right,105216,35
320,archives/105216_tracts/T_PLIC_left.vtp,T_PLIC_left,105216,36
321,archives/105216_tracts/T_PLIC_right.vtp,T_PLIC_right,105216,37
322,archives/105216_tracts/T_SLF-I_left.vtp,T_SLF-I_left,105216,38
323,archives/105216_tracts/T_SLF-I_right.vtp,T_SLF-I_right,105216,39
324,archives/105216_tracts/T_SLF-II_left.vtp,T_SLF-II_left,105216,40
325,archives/105216_tracts/T_SLF-II_right.vtp,T_SLF-II_right,105216,41
326,archives/105216_tracts/T_SLF-III_left.vtp,T_SLF-III_left,105216,42
327,archives/105216_tracts/T_SLF-III_right.vtp,T_SLF-III_right,105216,43
328,archives/105216_tracts/T_UF_left.vtp,T_UF_left,105216,44
329,archives/105216_tracts/T_UF_right.vtp,T_UF_right,105216,45
330,archives/105216_tracts/T_SF_left.vtp,T_SF_left,105216,46
331,archives/105216_tracts/T_SF_right.vtp,T_SF_right,105216,47
332,archives/105216_tracts/T_SO_left.vtp,T_SO_left,105216,48
333,archives/105216_tracts/T_SO_right.vtp,T_SO_right,105216,49
334,archives/105216_tracts/T_SP_left.vtp,T_SP_left,105216,50
335,archives/105216_tracts/T_SP_right.vtp,T_SP_right,105216,51
336,archives/105216_tracts/T_TF_left.vtp,T_TF_left,105216,52
337,archives/105216_tracts/T_TF_right.vtp,T_TF_right,105216,53
338,archives/105216_tracts/T_TO_left.vtp,T_TO_left,105216,54
339,archives/105216_tracts/T_TO_right.vtp,T_TO_right,105216,55
340,archives/105216_tracts/T_TP_left.vtp,T_TP_left,105216,56
341,archives/105216_tracts/T_TP_right.vtp,T_TP_right,105216,57
342,archives/106319_tracts/T_CC1.vtp,T_CC1,106319,1
343,archives/106319_tracts/T_CC2.vtp,T_CC2,106319,2
344,archives/106319_tracts/T_CC3.vtp,T_CC3,106319,3
345,archives/106319_tracts/T_CC4.vtp,T_CC4,106319,4
346,archives/106319_tracts/T_CC5.vtp,T_CC5,106319,5
347,archives/106319_tracts/T_CC6.vtp,T_CC6,106319,6
348,archives/106319_tracts/T_CC7.vtp,T_CC7,106319,7
349,archives/106319_tracts/T_MCP.vtp,T_MCP,106319,8
350,archives/106319_tracts/T_CPC.vtp,T_CPC,106319,9
351,archives/106319_tracts/T_AF_left.vtp,T_AF_left,106319,10
352,archives/106319_tracts/T_AF_right.vtp,T_AF_right,106319,11
353,archives/106319_tracts/T_CB_left.vtp,T_CB_left,106319,12
354,archives/106319_tracts/T_CB_right.vtp,T_CB_right,106319,13
355,archives/106319_tracts/T_CR-F_left.vtp,T_CR-F_left,106319,14
356,archives/106319_tracts/T_CR-F_right.vtp,T_CR-F_right,106319,15
357,archives/106319_tracts/T_CR-P_left.vtp,T_CR-P_left,106319,16
358,archives/106319_tracts/T_CR-P_right.vtp,T_CR-P_right,106319,17
359,archives/106319_tracts/T_CST_left.vtp,T_CST_left,106319,18
360,archives/106319_tracts/T_CST_right.vtp,T_CST_right,106319,19
361,archives/106319_tracts/T_EC_left.vtp,T_EC_left,106319,20
362,archives/106319_tracts/T_EC_right.vtp,T_EC_right,106319,21
363,archives/106319_tracts/T_EmC_left.vtp,T_EmC_left,106319,22
364,archives/106319_tracts/T_EmC_right.vtp,T_EmC_right,106319,23
365,archives/106319_tracts/T_ICP_left.vtp,T_ICP_left,106319,24
366,archives/106319_tracts/T_ICP_right.vtp,T_ICP_right,106319,25
367,archives/106319_tracts/T_ILF_left.vtp,T_ILF_left,106319,26
368,archives/106319_tracts/T_ILF_right.vtp,T_ILF_right,106319,27
369,archives/106319_tracts/T_Intra-CBLM-I&P_left.vtp,T_Intra-CBLM-I&P_left,106319,28
370,archives/106319_tracts/T_Intra-CBLM-I&P_right.vtp,T_Intra-CBLM-I&P_right,106319,29
